"Date","Description","Original Description","Amount","Transaction Type","Category","Account Name","Labels","Notes"
"8/10/2009","Costco","Purchase With Pin Costco Whse #001seattle Wa","135.96","debit","Groceries","Personal","",""
"8/10/2009","ATM Withdrawal","Atm Withdrawal 747 Broadway Seattle Waus1","40.00","debit","Cash & ATM","Personal","",""
"8/10/2009","Codero Ks","Visa Purchase (Non-pin) Codero 913-8907700 Ks","129.98","debit","Business Services","CD","",""
"8/07/2009","Ampco","Visa Purchase (Non-pin) Ampco Parking Paseattle Wa","6.00","debit","Auto & Transport","Personal","",""
"8/07/2009","Showare Center Wa","Visa Purchase (Non-pin) Showare Center 650-6222200 Wa","159.75","debit","Uncategorized","Personal","",""
"8/07/2009","J Efax Plus","Visa Purchase (Non-pin) J2 *efax Plus Se323-817-3205ca","16.95","debit","Business Services","CD","",""
"8/06/2009","Check 1588","Check   view-1588","50.00","debit","Check","Personal","",""
"8/06/2009","Ndsite Freshboo","Visa Purchase (Non-pin) 2ndsite Freshboo416-481-6946on","34.68","debit","Business Services","CD","",""
"8/05/2009","Lenscrafters","Lenscrafters 10001832 Seattle Wa","70.24","debit","Eyecare","Personal CC1","",""
"8/05/2009","Gene Juarez Salons","Purchase With Pin Gene Juarez Saloseattle Wa","99.00","debit","Personal Care","Personal","",""
"8/05/2009","Sbarro","Visa Purchase (Non-pin) Sbarro 789 Seattle Wa","4.06","debit","Restaurants","Personal","",""
"8/04/2009","Lenscrafters","Lenscrafters 10001832 Seattle Wa","643.49","debit","Eyecare","Personal CC1","",""
"8/04/2009","Red Robin","Visa Purchase (Non-pin) Red Robin #12 Seattle Wa","35.43","debit","Restaurants","Personal","",""
"8/04/2009","ATM Deposit","Atm Deposit Us Bank Westminsseattle Waus1","100.00","credit","Income","Personal","",""
"8/04/2009","Panda Express","Visa Purchase (Non-pin) Panda Express 41seattle Wa","15.79","debit","Fast Food","Personal","",""
"8/04/2009","ATM Withdrawal","Atm Withdrawal Us Bank Westminsseattle Waus1","800.00","debit","Cash & ATM","Personal","",""
"8/04/2009","Wtr Ds","Web Authorized Pmt Shoreline Wtr Ds","113.29","debit","Uncategorized","Personal","",""
"8/04/2009","ATM Deposit","Atm Deposit Us Bank Westminsseattle Waus1","1000.00","credit","Income","CD","",""
"8/04/2009","Bkcd Processing","Electronic Withdrawal Bkcd Processing","18.92","debit","Business Services","CD","",""
"8/04/2009","Payment Gateway","Electronic Withdrawal Authnet Gateway","50.75","debit","Business Services","CD","",""
"8/03/2009","iTunes","Apl*itunes 866-712-7753 Ca","10.94","debit","Music","Personal CC1","",""
"8/03/2009","Finance Charge Interest","***finance Charge***interest","86.92","debit","Finance Charge","Personal CC1","",""
"8/03/2009","Safeway","Purchase With Pin Safeway Store 0seattle Wa","18.60","debit","Groceries","Personal","",""
"8/03/2009","KFC","Visa Purchase (Non-pin) Kfc #d181-005 83shoreline Wa","16.48","debit","Fast Food","Personal","",""
"8/03/2009","Yunnie Bubble Tea","Visa Purchase (Non-pin) Yunnie Bubble Teseattle Wa","8.03","debit","Food & Dining","Personal","",""
"8/03/2009","Trader Joe's","Purchase With Pin Trader Joe's # 1seattle Wa","3.98","debit","Groceries","Personal","",""
"8/03/2009","Madison Garage","Visa Purchase (Non-pin) Madison Garage 6seattle Wa","4.00","debit","Parking","Personal","",""
"8/03/2009","Rialto","Visa Purchase (Non-pin) Rialto Pasta Seattle Wa","56.80","debit","Restaurants","Personal","",""
"8/03/2009","Top Ten Toys","Visa Purchase (Non-pin) Top Ten Toys Seattle Wa","8.75","debit","Hobbies","Personal","",""
"8/03/2009","Gorditos","Visa Purchase (Non-pin) Gorditos Restaurseattle Wa","4.95","debit","Restaurants","Personal","",""
"8/03/2009","Gorditos","Visa Purchase (Non-pin) Gorditos Restaurseattle Wa","4.95","debit","Restaurants","Personal","",""
"8/03/2009","Target","Purchase With Pin Target T1284 Seaseattle Wa","47.82","debit","Shopping","Personal","",""
"8/03/2009","Safeway","Purchase With Pin Safeway Store 0seattle Wa","10.27","debit","Groceries","Personal","",""
"8/03/2009","Arco","Purchase With Pin Arco Paypoint Seattle Wa","47.23","debit","Gas & Fuel","Personal","",""
"8/03/2009","Media Temple","Visa Purchase (Non-pin) Media Temple 877-578-4000ca","52.00","debit","Business Services","CD","",""
"8/03/2009","Credit Card","Web Authorized Pmt Credit Card","500.00","debit","Credit Card Payment","CD","",""
"8/03/2009","Istock Internat Il","Visa Purchase (Non-pin) Istock *internat403-265-3062il","18.00","debit","Business Services","CD","",""
"8/03/2009","Istock Internat Il","Visa Purchase (Non-pin) Istock *internat403-265-3062il","18.00","debit","Business Services","CD","",""
"7/31/2009","Bank Of America","Web Authorized Pmt Bank Of America","300.00","debit","Car Payment","Personal","",""
"7/31/2009","Amazon","Visa Purchase (Non-pin) Amz*amazon Paymeamzn.com/bilwa","100.87","debit","Shopping","Personal","",""
"7/31/2009","Costco","Visa Purchase (Non-pin) Www.costco.com 800-955-2292wa","366.19","debit","Groceries","Personal","",""
"7/31/2009","Electronic Deposit Bkcd","Electronic Deposit Bkcd Processing","48.90","credit","Income","CD","",""
"7/31/2009","Istock Internat Il","Visa Purchase (Non-pin) Istock *internat403-265-3062il","18.00","debit","Business Services","CD","",""
"7/29/2009","Costco","Purchase With Pin Costco Whse #001seattle Wa","75.41","debit","Groceries","Personal","",""
"7/29/2009","Chase Home Finance","Web Authorized Pmt Chase Home Finan","903.90","debit","Mortgage & Rent","Personal","",""
"7/29/2009","Check 5474","Check   view-5474","1000.00","debit","Check","Personal","",""
"7/29/2009","Costco","Purchase With Pin Costco Whse #001seattle Wa","14.47","debit","Groceries","Personal","",""
"7/29/2009","Dr Matthew N","Purchase With Pin Dr Matthew1175 Nshoreline Wa","40.00","debit","Uncategorized","Personal","",""
"7/29/2009","Check 5482","Check   view-5482","224.92","debit","Check","Personal","",""
"7/29/2009","Check 5041","Check   view-5041","1178.40","debit","Check","CD","",""
"7/29/2009","Check 5039","Check   view-5039","612.00","debit","Check","CD","",""
"7/28/2009","Check 1587","Check   view-1587","400.00","debit","Check","Personal","",""
"7/28/2009","Electronic Deposit Bkcd","Electronic Deposit Bkcd Processing","684.67","credit","Income","CD","",""
"7/27/2009","Blockbuster","Purchase With Pin Sou Blockbuster Seattle Wa","45.79","debit","Movies & DVDs","Personal","",""
"7/27/2009","Chase","Web Authorized Pmt Chase","440.00","debit","Home Services","Personal","",""
"7/27/2009","Th Ave","Purchase With Pin 17230 15th Ave. Shoreline Wa","43.44","debit","Uncategorized","Personal","",""
"7/27/2009","Pacific Topsoils","Visa Purchase (Non-pin) Pacific Topsoilsseattle Wa","26.81","debit","Lawn & Garden","Personal","",""
"7/27/2009","Ocho","Visa Purchase (Non-pin) Ocho Seattle Wa","55.50","debit","Restaurants","CD","",""
"7/23/2009","Istock Internat Il","Visa Purchase (Non-pin) Istock *internat403-265-3062il","38.00","debit","Business Services","CD","",""
"7/22/2009","Toys ""R"" Us","Purchase With Pin Cns Toys R Us Lynnwood Wa","55.13","debit","Toys","Personal","",""
"7/22/2009","King & Co","Visa Purchase (Non-pin) King Co Solid Wa206-2960464 Wa","17.25","debit","Mortgage & Rent","Personal","",""
"7/22/2009","ATM Deposit","Atm Deposit Us Bank Westminsseattle Waus1","5023.50","credit","Income","CD","",""
"7/22/2009","Phad Thai","Visa Purchase (Non-pin) Phad Thai Seattle Wa","8.23","debit","Restaurants","CD","",""
"7/22/2009","Safeway","Visa Purchase (Non-pin) Safeway Store 00shoreline Wa","9.66","debit","Groceries","CD","",""
"7/22/2009","Safeway","Visa Purchase (Non-pin) Safeway Store 00shoreline Wa","2.46","debit","Groceries","CD","",""
"7/21/2009","Target","Purchase With Pin Target T1284 Seaseattle Wa","124.22","debit","Shopping","Personal","",""
"7/21/2009","Check 5479","Check   view-5479","180.81","debit","Check","Personal","",""
"7/21/2009","Ccf Christianchi Va","Visa Purchase (Non-pin) Ccf*christianchi800-776-6767va","24.00","debit","Uncategorized","Personal","",""
"7/21/2009","Target","Purchase With Pin Target T0338 Lynlynnwood Wa","31.69","debit","Shopping","Personal","",""
"7/20/2009","Transfer from CD","Internet Banking Transfer Deposit 000153559713075","4000.00","credit","Transfer","Personal","",""
"7/20/2009","Wtr Ds","Web Authorized Pmt Shoreline Wtr Ds","88.72","debit","Uncategorized","Personal","",""
"7/20/2009","Madison Garage","Visa Purchase (Non-pin) Madison Garage 6seattle Wa","5.00","debit","Parking","Personal","",""
"7/20/2009","Toys ""R"" Us","Purchase With Pin Cns Toys R Us Seattle Wa","41.89","debit","Toys","Personal","",""
"7/20/2009","Internet Banking","Internet Banking Payment To Credit Card 5541","500.00","debit","Credit Card Payment","CD","",""
"7/20/2009","Check 5040","Check   view-5040","800.00","debit","Check","CD","",""
"7/20/2009","Google","Visa Purchase (Non-pin) Google_*adws4064cc@google.coca","138.66","debit","Advertising","CD","",""
"7/20/2009","Transfer to Personal","Internet Banking Transfer Withdrawal 000153556271499","4000.00","debit","Transfer","CD","",""
"7/17/2009","ATM Deposit","Atm Deposit Us Bank Westminsseattle Waus1","60.00","credit","Income","Personal","",""
"7/17/2009","ATM Deposit","Atm Deposit Us Bank Westminsseattle Waus1","2600.00","credit","Income","CD","",""
"7/16/2009","Th Ave","Purchase With Pin 17230 15th Ave. Shoreline Wa","41.36","debit","Uncategorized","Personal","",""
"7/16/2009","Taco Bell","Visa Purchase (Non-pin) Taco Bell #55400olympia Wa","7.62","debit","Fast Food","Personal","",""
"7/16/2009","Glaic","Electronic Withdrawal Glaic","18.55","debit","Life Insurance","Personal","",""
"7/15/2009","Safeway","Purchase With Pin Safeway Store 0seattle Wa","56.41","debit","Groceries","Personal","",""
"7/15/2009","North Pacific In","Electronic Withdrawal North Pacific In","88.83","debit","Uncategorized","Personal","",""
"7/15/2009","ATM Withdrawal","Atm Withdrawal Us Bank Westminsseattle Waus1","660.00","debit","Cash & ATM","Personal","",""
"7/15/2009","Safeway","Purchase With Pin Safeway Store 1seattle Wa","9.29","debit","Groceries","Personal","",""
"7/15/2009","ATM Withdrawal","Atm Withdrawal Us Bank Westminsseattle Waus1","40.00","debit","Cash & ATM","Personal","",""
"7/14/2009","Starbucks","Visa Purchase (Non-pin) Starbucks Usa 00aberdeen Wa","10.07","debit","Coffee Shops","Personal","",""
"7/13/2009","ATM Fee","Atm Withdrawal 12848 Mlk Way S Seattle Waus1","2.00","debit","ATM Fee","Personal","",""
"7/13/2009","ATM Withdrawal","Atm Withdrawal 12848 Mlk Way S Seattle Waus1","220.00","debit","Cash & ATM","Personal","",""
"7/13/2009","7-Eleven","Purchase With Pin 7-eleven Seattle Wa","39.48","debit","Fast Food","Personal","",""
"7/13/2009","City","Web Authorized Pmt City Of Seattle","263.01","debit","Uncategorized","Personal","",""
"7/13/2009","Chevron","Purchase With Pin Chevron/arsh Vahseattle Wa","44.48","debit","Gas & Fuel","Personal","",""
"7/13/2009","ATM Fee","Atm Fee 071109plusterm12848 Mlk Way S Seattle Waus1","2.00","debit","ATM Fee","Personal","",""
"7/13/2009","Non Pin Return","Visa (Non-pin) Return J2 *efax Plus Se323-817-3205ca","16.95","credit","Income","CD","",""
"7/13/2009","Romios Pizza","Visa Purchase (Non-pin) Romios Pizza And206-7829005 Wa","23.95","debit","Restaurants","CD","",""
"7/10/2009","Glaic","Electronic Withdrawal Glaic","12.08","debit","Life Insurance","Personal","",""
"7/10/2009","Nordstrom","Purchase With Pin Nordstrom 002 71seattle Wa","2.20","debit","Clothing","Personal","",""
"7/10/2009","Www Aplus Net","Visa Purchase (Non-pin) Www.aplus.net 888-301-2516ca","129.98","debit","Business Services","CD","",""
"7/10/2009","Istock Internat Il","Visa Purchase (Non-pin) Istock *internat403-265-3062il","18.00","debit","Business Services","CD","",""
"7/10/2009","QFC","Visa Purchase (Non-pin) Qfc #5858 Seattle Wa","10.94","debit","Groceries","CD","",""
"7/09/2009","McDonald's","Visa Purchase (Non-pin) Mcdonald's F1022shoreline Wa","13.26","debit","Fast Food","Personal","",""
"7/09/2009","Nordstrom","Purchase With Pin Nordstrom 002 71seattle Wa","87.49","debit","Clothing","Personal","",""
"7/09/2009","C C Teriyaki","Visa Purchase (Non-pin) C C Teriyaki Seattle Wa","6.86","debit","Restaurants","CD","",""
"7/08/2009","ATM Withdrawal","Atm Withdrawal Us Bank Westminsseattle Waus1","20.00","debit","Cash & ATM","Personal","",""
"7/08/2009","Lulu Press","Visa Purchase (Non-pin) Lulu Press, Inc 919-4595858 Nc","13.17","debit","Printing","Personal","",""
"7/08/2009","ATM Deposit","Atm Deposit Us Bank Westminsseattle Waus1","100.00","credit","Income","CD","",""
"7/08/2009","Pandora Com Ca","Visa Purchase (Non-pin) Pandora.com 510-451-4100ca","36.00","debit","Business Services","CD","",""
"7/08/2009","J Efax Plus","Visa Purchase (Non-pin) J2 *efax Plus Se323-817-3205ca","16.95","debit","Business Services","CD","",""
"7/07/2009","Kids Club","Purchase With Pin Kids Club Seattle Wa","52.45","debit","Shopping","Personal","",""
"7/07/2009","J Efax Plus","Visa Purchase (Non-pin) J2 *efax Plus Se323-817-3205ca","16.95","debit","Business Services","CD","",""
"7/06/2009","Tic TAC","Visa Purchase (Non-pin) Pho Tic Tac Seattle Wa","5.78","debit","Restaurants","CD","",""
"7/06/2009","Starbucks","Visa Purchase (Non-pin) Starbucks Usa 00seattle Wa","2.42","debit","Coffee Shops","CD","",""
"7/06/2009","Ndsite Freshboo","Visa Purchase (Non-pin) 2ndsite Freshboo416-481-6946on","34.68","debit","Business Services","CD","",""
"7/06/2009","Gorditos","Visa Purchase (Non-pin) Gorditos Restaurseattle Wa","17.28","debit","Restaurants","CD","",""
"7/03/2009","Chevron","Purchase With Pin Chevron/chevron Seattle Wa","49.46","debit","Gas & Fuel","Personal","",""
"7/03/2009","Starbucks","Visa Purchase (Non-pin) Starbucks Usa 00seattle Wa","3.96","debit","Coffee Shops","CD","",""
"7/03/2009","Electronic Deposit Bkcd","Electronic Deposit Bkcd Processing","48.90","credit","Income","CD","",""
"7/03/2009","Www Cleverbridgekoeln","Visa Purchase (Non-pin) Www.cleverbridgekoeln","98.94","debit","Business Services","CD","",""
"7/03/2009","Payment Gateway","Electronic Withdrawal Authnet Gateway","50.20","debit","Business Services","CD","",""
"7/02/2009","Check 5475","Check   view-5475","300.00","debit","Check","Personal","",""
"7/02/2009","Taco Time","Visa Purchase (Non-pin) Taco Time Auroraseattle Wa","16.61","debit","Restaurants","Personal","",""
"7/02/2009","Madison Garage","Visa Purchase (Non-pin) Madison Garage 6seattle Wa","5.00","debit","Parking","Personal","",""
"7/02/2009","Media Temple","Visa Purchase (Non-pin) Media Temple 877-578-4000ca","52.00","debit","Business Services","CD","",""
"7/02/2009","Check 5038","Check   view-5038","1143.00","debit","Check","CD","",""
"7/02/2009","Starbucks","Visa Purchase (Non-pin) Starbucks Usa 00seattle Wa","3.96","debit","Coffee Shops","CD","",""
"7/02/2009","Gorditos","Visa Purchase (Non-pin) Gorditos Restaurseattle Wa","4.95","debit","Restaurants","CD","",""
"7/02/2009","Bkcd Processing","Electronic Withdrawal Bkcd Processing","11.95","debit","Business Services","CD","",""
"7/01/2009","ATM Withdrawal","Atm Withdrawal Us Bank Westminsseattle Waus1","680.00","debit","Cash & ATM","Personal","",""
"7/01/2009","Bank Of America","Web Authorized Pmt Bank Of America","300.00","debit","Car Payment","Personal","",""
"7/01/2009","Check 5468","Check   view-5468","1000.00","debit","Check","Personal","",""
"7/01/2009","Check 1024","Check   view-1024","5369.00","debit","Check","CD","",""
"7/01/2009","Check 5037","Check   view-5037","612.00","debit","Check","CD","",""
"6/30/2009","Transfer from CD","Internet Banking Transfer Deposit 000153559713075","4000.00","credit","Transfer","Personal","",""
"6/30/2009","Kremeworks N Sea","Visa Purchase (Non-pin) Kremeworks N Seaseattle Wa","12.13","debit","Uncategorized","Personal","",""
"6/30/2009","Pacific Topsoils","Visa Purchase (Non-pin) Pacific Topsoilsseattle Wa","13.25","debit","Lawn & Garden","Personal","",""
"6/30/2009","Internet Banking Advance","Internet Banking Advance From Credit Line 2773","10791.85","credit","Income","CD","",""
"6/30/2009","Transfer to Personal","Internet Banking Transfer Withdrawal 000153556271499","4000.00","debit","Transfer","CD","",""
"6/30/2009","Internet Banking Line","Internet Banking Payment To Credit Line 3000632369","10791.85","debit","Uncategorized","CD","",""
"6/29/2009","Costco","Purchase With Pin Costco Whse #001seattle Wa","71.28","debit","Groceries","Personal","",""
"6/29/2009","Chase","Web Authorized Pmt Chase Mtge","903.90","debit","Home Services","Personal","",""
"6/29/2009","Brown Bear Car Wash","Visa Purchase (Non-pin) Brown Bear Car Wseattle Wa","8.00","debit","Service & Parts","Personal","",""
"6/29/2009","Peking House","Visa Purchase (Non-pin) Peking House Shoreline Wa","32.49","debit","Restaurants","CD","",""
"6/26/2009","Mr Gyros","Visa Purchase (Non-pin) Mr Gyros 206-7849806 Wa","17.85","debit","Restaurants","CD","",""
"6/26/2009","Tic TAC","Visa Purchase (Non-pin) Pho Tic Tac Seattle Wa","5.78","debit","Restaurants","CD","",""
"6/25/2009","Union 76","Visa Purchase (Non-pin) Union 76 10north Bend Wa","49.56","debit","Gas & Fuel","Personal","",""
"6/25/2009","City Ml Aqua","Visa Purchase (Non-pin) City Ml Aqua Cenmoses Lake Wa","18.00","debit","Uncategorized","Personal","",""
"6/25/2009","Starbucks","Visa Purchase (Non-pin) Starbucks Usa 00ellensburg Wa","7.05","debit","Coffee Shops","Personal","",""
"6/25/2009","Istock Internat Il","Visa Purchase (Non-pin) Istock *internat403-265-3062il","18.00","debit","Business Services","CD","",""
"6/24/2009","Transfer from Personal","Internet Payment Thank You","717.41","credit","Credit Card Payment","Personal CC2","",""
"6/24/2009","Internet Banking Reserve","Internet Banking Payment To Reserve Line 000153556271499","620.00","debit","Uncategorized","Personal","",""
"6/24/2009","Transfer to Personal CC2","Internet Banking Payment To Credit Card 1983","717.41","debit","Credit Card Payment","Personal","",""
"6/24/2009","ATM Deposit","Atm Deposit Us Bank Westminsseattle Waus1","2523.75","credit","Income","CD","",""
"6/23/2009","Ccf Christianchi Va","Visa Purchase (Non-pin) Ccf*christianchi800-776-6767va","24.00","debit","Uncategorized","Personal","",""
"6/23/2009","Check 1025","Check   view-1025","35.00","debit","Check","CD","",""
"6/22/2009","Seattle Mariners","Purchase With Pin Seattle Marinersseattle Wa","48.18","debit","Uncategorized","Personal","",""
"6/22/2009","Shell","Purchase With Pin Shell Service Stissaquah Wa","50.94","debit","Gas & Fuel","Personal","",""
"6/22/2009","Target","Purchase With Pin Target T1284 Seaseattle Wa","26.92","debit","Shopping","Personal","",""
"6/22/2009","Quality Food Cen","Purchase With Pin Quality Food Censeattle Wa","87.97","debit","Food & Dining","Personal","",""
"6/22/2009","Wal-Mart","Purchase With Pin Wal-mart #3260 Ephrata Wa","79.68","debit","Shopping","Personal","",""
"6/09/2009","Finance Charge Interest","***finance Charge***interest","93.26","debit","Finance Charge","Personal CC2","",""
"6/09/2009","Thank You","Payment Thank You","7128.00","credit","Credit Card Payment","Personal CC2","",""
"4/21/2009","Credit Card","Web Authorized Pmt Credit Card","700.00","debit","Credit Card Payment","Personal","",""
"4/20/2009","Target","Purchase With Pin Target T0338 Lynlynnwood Wa","19.70","debit","Shopping","Personal","",""
"4/20/2009","Madame Ks","Visa Purchase (Non-pin) Madame Ks Seattle Wa","18.56","debit","Uncategorized","Personal","",""
"4/20/2009","Target","Purchase With Pin Target T1284 Seaseattle Wa","29.36","debit","Shopping","Personal","",""
"4/20/2009","Target","Purchase With Pin Target T1284 Seaseattle Wa","48.35","debit","Shopping","Personal","",""
"4/20/2009","Check 1022","Check   view1022","150.00","debit","Check","CD","",""
"4/20/2009","Skype","Www.skype.com Internet Lu","10.20","debit","Home Phone","Personal CC1","",""
"4/20/2009","Us Dollar Fnfee","12.00us Dollar +fnfee $.24","0.00","credit","Credit Card Payment","Personal CC1","",""
"4/20/2009","Us Dollar Fnfee","10.00us Dollar +fnfee $.20","0.00","credit","Credit Card Payment","Personal CC1","",""
"4/20/2009","Us Dollar Fnfee","2.95us Dollar +fnfee $.05","0.00","credit","Credit Card Payment","Personal CC1","",""
"4/20/2009","Skype","Www.skype.com Internet Lu","3.00","debit","Home Phone","Personal CC1","",""
"4/18/2009","Credit Card","Web Authorized Pmt Credit Card","172.00","debit","Credit Card Payment","Personal","",""
"4/17/2009","Safeway","Safeway Store 00018457 Seattle Wa","6.36","debit","Groceries","CD Credit","",""
"4/17/2009","Skype","Www.skype.com Internet Lu","12.24","debit","Home Phone","Personal CC1","",""
"4/16/2009","Pagliacci Pizza","Visa Purchase (Non-pin) Pagliacci Pizza Seattle Wa","28.93","debit","Restaurants","Personal","",""
"4/16/2009","Glaic","Electronic Withdrawal Glaic","18.55","debit","Life Insurance","Personal","",""
"4/15/2009","Transfer from CD","Funds Transfer-credit 000153559713075","4000.00","credit","Transfer","Personal","",""
"4/15/2009","ATM Withdrawal","Atm Withdrawal Us Bank Westminsseattle Waus1","700.00","debit","Cash & ATM","Personal","",""
"4/15/2009","Transfer to Personal","Funds Transfer-debit 000153556271499","4000.00","debit","Transfer","CD","",""
"4/15/2009","North Pacific In","Electronic Withdrawal North Pacific In","91.66","debit","Uncategorized","Personal","",""
"4/15/2009","Internet Banking Advance","Internet Banking Advance From Credit Line 3000632369","3500.00","credit","Income","CD","",""
"4/14/2009","Brinks","Brinks Easypay Draft 800-445-0872 Tx","36.99","debit","Business Services","Personal CC1","",""
"4/13/2009","Kagi Info Kagi","Kagi 1-510-420-5858 Info.kagi.com Ca","17.95","debit","Business Services","CD Credit","",""
"4/13/2009","24 Hour Fitness","24hr Fitness Dues 800-432-6348 Ca","17.51","debit","Gym","Personal CC1","",""
"4/13/2009","Target","Purchase With Pin Target T1284 Seaseattle Wa","19.26","debit","Shopping","Personal","",""
"4/13/2009","Safeway","Purchase With Pin Safeway Store 0seattle Wa","34.90","debit","Groceries","Personal","",""
"4/13/2009","Shell","Purchase With Pin Shell Service Stseattle Wa","41.53","debit","Gas & Fuel","Personal","",""
"4/13/2009","Tic TAC","Visa Purchase (Non-pin) Pho Tic Tac Seattle Wa","13.55","debit","Restaurants","CD","",""
"4/13/2009","Seattle Park","Visa Purchase (Non-pin) Seattle 684-parkseattle Wa","1.00","debit","Parking","CD","",""
"4/13/2009","Ppdacct","Electronic Withdrawal 090413payment 5xxxxxxxxxxxx0632369 Ppdacct 0","193.79","debit","Uncategorized","CD","",""
"4/13/2009","Www Aplus Net","Www.aplus.net 888-301-2516 Ca","144.98","credit","Business Services","CD Credit","",""
"4/13/2009","Www Aplus Net","Www.aplus.net 888-301-2516 Ca","9.66","debit","Business Services","CD Credit","",""
"4/13/2009","Veer Ny","Veer Inc 877-297-7900 Ny","40.00","debit","Business Services","CD Credit","",""
"4/13/2009","Www Aplus Net","Www.aplus.net 888-301-2516 Ca","9.99","credit","Business Services","CD Credit","",""
"4/13/2009","Www Aplus Net","Www.aplus.net 888-301-2516 Ca","154.97","debit","Business Services","CD Credit","",""
"4/13/2009","Comcast","Comcast Cable Comm 800-comcast Wa","146.46","debit","Television","CD Credit","",""
"4/13/2009","Www Aplus Net","Www.aplus.net 888-301-2516 Ca","9.99","debit","Business Services","CD Credit","",""
"4/12/2009","Govtfundedgrants Cy","Govtfundedgrants 8007127222 Cy","30.54","debit","Business Services","CD Credit","",""
"4/11/2009","Finance Charge Interest","***finance Charge***interest","50.06","debit","Finance Charge","CD Credit","",""
"4/10/2009","Target","Purchase With Pin Target T1284 Seaseattle Wa","108.45","debit","Shopping","Personal","",""
"4/10/2009","Barnes & Noble","Purchase With Pin Barnesnoble 301 Seattle Wa","27.46","debit","Books","Personal","",""
"4/10/2009","Mutua","Web Authorized Pmt Washington Mutua","1711.37","debit","Uncategorized","Personal","",""
"4/10/2009","Glaic","Electronic Withdrawal Glaic","12.08","debit","Life Insurance","Personal","",""
"4/10/2009","Www Aplus Net","Www.aplus.net 888-301-2516 Ca","144.98","debit","Business Services","CD Credit","",""
"4/09/2009","ATM Deposit","Atm Deposit Us Bank Westminsseattle Waus1","3695.00","credit","Income","CD","",""
"4/08/2009","Union 76","Visa Purchase (Non-pin) Union 76 00seattle Wa","37.70","debit","Gas & Fuel","Personal","",""
"4/08/2009","Seattle Park","Visa Purchase (Non-pin) Seattle 684-parkseattle Wa","2.50","debit","Parking","CD","",""
"4/08/2009","Annual Membership Fee","Annual Membership Fee","0.00","debit","Service Fee","Personal CC2","",""
"4/07/2009","Check","Check   view","450.00","debit","Check","CD","",""
"4/06/2009","Shell","Purchase With Pin Shell Service Stanacortes Wa","41.20","debit","Gas & Fuel","Personal","",""
"4/06/2009","Ndsite Freshbooks","2ndsite Freshbooks 416-481-6946 On","14.28","debit","Books","CD Credit","",""
"4/06/2009","Transfer from Personal CC2","14.00 Us Dollar","0.00","credit","Credit Card Payment","CD Credit","",""
"4/05/2009","Finance Charge Interest","***finance Charge***interest","91.80","debit","Finance Charge","Personal CC2","",""
"4/04/2009","Plus Service","J2 *efax Plus Service 323-817-3205 Ca","16.95","debit","Mobile Phone","Personal CC1","",""
"4/03/2009","Target","Purchase With Pin Target T1284 Seaseattle Wa","33.46","debit","Shopping","Personal","",""
"4/03/2009","Ichi Bento","Visa Purchase (Non-pin) Ichi Bento Teriyshoreline Wa","17.97","debit","Restaurants","Personal","",""
"4/03/2009","Shat Ca","Shat88 510-522-6982 Ca","11.98","debit","Uncategorized","Personal CC1","",""
"4/02/2009","Subway","Visa Purchase (Non-pin) Subway 00seattle Wa","20.79","debit","Fast Food","Personal","",""
"4/02/2009","Media Temple","Media Temple 877-578-4000 Ca","52.00","debit","Business Services","CD Credit","",""
"4/01/2009","Transfer from CD","Funds Transfer-credit 000153559713075","4000.00","credit","Transfer","Personal","",""
"4/01/2009","Transfer to CD Credit","Web Authorized Pmt Credit Card","500.00","debit","Credit Card Payment","CD","",""
"4/01/2009","Safeway","Visa Purchase (Non-pin) Safeway Store 00seattle Wa","15.00","debit","Groceries","CD","",""
"4/01/2009","ATM Deposit","Atm Deposit Us Bank Westminsseattle Waus1","1500.00","credit","Income","CD","",""
"4/01/2009","Transfer to Personal","Funds Transfer-debit 000153556271499","4000.00","debit","Transfer","CD","",""
"4/01/2009","Check","Check   view","1000.00","debit","Check","Personal","",""
"4/01/2009","Transfer from CD","Payment Thank You","500.00","credit","Credit Card Payment","CD Credit","",""
"4/01/2009","Finance Charge Interest","***finance Charge***interest","22.68","debit","Finance Charge","Personal CC1","",""
"3/31/2009","Costco","Purchase With Pin Costco Whse #001seattle Wa","103.52","debit","Groceries","Personal","",""
"3/31/2009","ATM Withdrawal","Atm Withdrawal Us Bank Westminsseattle Waus1","700.00","debit","Cash & ATM","Personal","",""
"3/30/2009","7-Eleven","Purchase With Pin 7-eleven Edmonds Wa","38.79","debit","Fast Food","Personal","",""
"3/30/2009","Toys ""R"" Us","Visa Purchase (Non-pin) Toys R Us #8025 Seattle Wa","27.23","debit","Toys","CD","",""
"3/30/2009","Fraudprotection Cy","Fraudprotection 8663872521 Cy","5.04","debit","Business Services","CD Credit","",""
"3/30/2009","Us Dollar","9.95 Us Dollar","0.00","credit","Credit Card Payment","CD Credit","",""
"3/30/2009","Us Dollar","4.95 Us Dollar","0.00","credit","Credit Card Payment","CD Credit","",""
"3/30/2009","Identity Cy","Identity Security 8663518557 Cy","10.14","debit","Dentist","CD Credit","",""
"3/27/2009","Chase","Web Authorized Pmt Chase Mtge","903.90","debit","Home Services","Personal","",""
"3/27/2009","Mkg Martial Arts Intl","Visa Purchase (Non-pin) Mkg Martial Artsseattle Wa","30.52","debit","Entertainment","CD","",""
"3/27/2009","Check","Check   view","612.00","debit","Check","CD","",""
